datetime,created_at,updated_at,timestamp,zone_name,carbon_intensity_avg,carbon_intensity_direct_avg,carbon_intensity_production_avg,carbon_intensity_discharge_avg,carbon_intensity_import_avg,total_production_avg,total_storage_avg,total_discharge_avg,total_import_avg,total_export_avg,total_consumption_avg,production_sources,power_origin_percent_fossil_avg,power_origin_percent_renewable_avg,power_production_percent_fossil_avg,power_production_percent_renewable_avg,power_production_nuclear_avg,power_production_geothermal_avg,power_production_biomass_avg,power_production_coal_avg,power_production_wind_avg,power_production_solar_avg,power_production_hydro_avg,power_production_gas_avg,power_production_oil_avg,power_production_unknown_avg,power_consumption_nuclear_avg,power_consumption_geothermal_avg,power_consumption_biomass_avg,power_consumption_coal_avg,power_consumption_wind_avg,power_consumption_solar_avg,power_consumption_hydro_avg,power_consumption_gas_avg,power_consumption_oil_avg,power_consumption_unknown_avg,power_consumption_battery_discharge_avg,power_consumption_hydro_discharge_avg,power_net_discharge_battery_avg,power_net_discharge_hydro_avg,power_net_import_MX-NE_avg,carbon_intensity_exchange_MX-NE_avg,power_net_import_MX-NO_avg,carbon_intensity_exchange_MX-NO_avg,power_net_import_US-CENT-SWPP_avg,carbon_intensity_exchange_US-CENT-SWPP_avg,latest_forecasted_wind_x_avg,latest_forecasted_wind_y_avg,latest_forecasted_solar_avg,latest_forecasted_temperature_avg,latest_forecasted_dewpoint_avg,latest_forecasted_precipitation_avg,latest_forecasted_price_avg,latest_forecasted_production_avg,latest_forecasted_consumption_avg,latest_forecasted_power_net_import_MX_avg,latest_forecasted_power_net_import_MX-NE_avg,latest_forecasted_power_net_import_MX-NO_avg,latest_forecasted_power_net_import_US-CENT-SWPP_avg,latest_forecasted_production_solar_avg,latest_forecasted_production_wind_avg
2021-01-01 00:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2022-05-05T04:29:32.707800+00:00,1609459200.0,US-TEX-ERCO,357.12,289.49,356.77,,397.98,49402.0,,,428.67,0.0,49830.67,eia.gov,60.88,28.78,60.93,28.69,5124.0,,,8037.0,14127.0,48.0,0.0,22050.0,,16.0,5150.4,0.09,0.62,8197.92,14271.71,48.63,22.67,22120.39,0.86,17.39,0.0,0.0,,,28.67,460.86,0.0,,400.0,393.48,2.18,-3.02,185.37,278.52,272.61,5.1,,,45419.0,,,,,,
2021-01-01 01:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2022-05-05T04:29:32.707800+00:00,1609462800.0,US-TEX-ERCO,354.64,288.18,354.59,,360.67,49989.0,,,400.0,14.45,50374.55,eia.gov,60.07,29.71,60.16,29.59,5125.0,,,8369.0,14791.0,1.0,0.0,21682.0,,21.0,5147.59,0.01,0.18,8502.53,14947.04,1.06,18.27,21735.39,0.08,22.4,0.0,0.0,,,-14.45,368.68,0.0,,400.0,360.02,2.13,-3.08,0.0,278.13,272.58,0.82,,,47881.0,,,,,,
2021-01-01 02:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2022-05-05T04:33:13.941494+00:00,1609466400.0,US-TEX-ERCO,338.41,273.35,338.35,,354.6,49287.0,,,179.0,16.5,49449.5,eia.gov,57.85,31.77,57.88,31.72,5125.0,,,7456.0,15591.0,0.0,42.0,21061.0,,12.0,5134.22,0.0,0.06,7512.88,15659.89,0.0,48.91,21080.89,0.0,12.65,0.0,0.0,,,-16.5,338.41,0.0,,179.0,354.6,2.1,-3.06,0.0,277.87,272.55,1.65,,,47945.0,,,,,,
2021-01-01 03:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-05-05T04:33:13.941494+00:00,1609470000.0,US-TEX-ERCO,331.85,266.56,331.84,,340.08,48319.0,,,47.0,18.92,48347.08,eia.gov,57.36,32.04,57.37,32.02,5125.0,,,6718.0,15447.0,0.0,27.0,20991.0,,11.0,5125.96,0.0,0.02,6730.24,15461.51,0.0,28.55,20989.63,0.0,11.19,0.0,0.0,,,-18.92,331.85,0.0,,47.0,340.08,2.05,-2.88,0.0,277.59,272.44,2.48,,,47758.0,,,,,,
2021-01-01 04:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2022-05-05T04:30:19.892325+00:00,1609473600.0,US-TEX-ERCO,329.71,264.07,329.71,,,47207.0,,,0.0,111.0,47096.0,eia.gov,57.34,31.8,57.34,31.8,5125.0,,,6278.0,14994.0,0.0,19.0,20781.0,,10.0,5112.95,0.0,0.0,6263.24,14958.74,0.0,18.96,20732.14,0.0,9.98,0.0,0.0,,,-20.0,329.71,0.0,,-91.0,329.71,2.28,-2.55,0.0,277.32,272.5,3.22,,,47067.0,,,,,,
2021-01-01 05:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2022-05-05T04:33:20.275036+00:00,1609477200.0,US-TEX-ERCO,329.14,264.75,329.11,,349.8,45419.0,,,63.0,19.73,45462.27,eia.gov,56.65,32.07,56.66,32.05,5127.0,,,6405.0,14558.0,0.0,0.0,19316.0,,13.0,5128.84,0.0,0.02,6422.82,14579.41,0.0,0.96,19316.95,0.0,13.25,0.0,0.0,,,-19.73,329.14,0.0,,63.0,349.8,2.54,-2.3,0.0,277.16,272.44,3.84,,,45514.0,,,,,,
2021-01-01 06:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2022-05-05T04:33:20.275036+00:00,1609480800.0,US-TEX-ERCO,330.14,266.04,330.05,,356.49,44378.0,,,151.0,60.83,44468.17,eia.gov,56.59,31.87,56.62,31.83,5126.0,,,6411.0,14126.0,0.0,0.0,18703.0,,12.0,5128.85,0.0,0.05,6452.72,14171.74,0.0,2.21,18700.05,0.0,12.55,0.0,0.0,,,-60.83,330.14,0.0,,151.0,356.49,2.54,-2.32,0.0,277.0,272.22,4.35,,,43915.0,,,,,,
2021-01-01 07:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2022-05-05T04:33:19.989019+00:00,1609484400.0,US-TEX-ERCO,326.95,263.51,326.74,,361.48,43558.0,,,268.0,42.33,43783.67,eia.gov,55.96,32.3,56.0,32.23,5127.0,,,6247.0,14012.0,0.0,28.0,18132.0,,12.0,5139.95,0.0,0.1,6332.86,14112.34,0.0,31.86,18153.59,0.0,12.96,0.0,0.0,,,-42.33,326.94,0.0,,268.0,361.48,2.71,-2.31,0.0,276.85,272.03,0.39,,,42753.0,,,,,,
2021-01-01 08:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2022-05-05T04:33:13.941494+00:00,1609488000.0,US-TEX-ERCO,322.14,259.68,321.98,,367.3,43247.0,,,155.0,39.25,43362.75,eia.gov,55.01,33.15,55.03,33.11,5127.0,,,6186.0,14315.0,0.0,5.0,17603.0,,11.0,5132.77,0.0,0.06,6235.06,14366.56,0.0,7.71,17609.06,0.0,11.54,0.0,0.0,,,-39.25,322.15,0.0,,155.0,367.3,2.86,-2.26,0.0,276.69,271.87,0.7,,,41878.0,,,,,,
2021-01-01 09:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2022-05-05T04:33:13.941494+00:00,1609491600.0,US-TEX-ERCO,321.27,259.03,320.98,,371.24,42918.0,,,252.0,40.0,43130.0,eia.gov,54.82,33.27,54.85,33.21,5127.0,,,6124.0,14248.0,0.0,4.0,17404.0,,11.0,5139.17,0.0,0.09,6208.8,14338.54,0.0,8.61,17422.83,0.0,11.95,0.0,0.0,,,-40.0,321.27,0.0,,252.0,371.24,2.91,-2.23,0.0,276.37,271.46,0.92,,,41500.0,,,,,,
2021-01-01 10:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2022-05-05T04:30:19.892325+00:00,1609495200.0,US-TEX-ERCO,333.08,268.62,332.82,,369.71,42901.0,,,303.0,21.0,43183.0,eia.gov,57.04,31.04,57.1,30.95,5128.0,,,6257.0,13273.0,0.0,5.0,18222.0,,16.0,5145.68,0.0,0.11,6363.56,13392.74,0.0,10.82,18252.99,0.0,17.1,0.0,0.0,,,-21.0,333.07,0.0,,303.0,369.71,3.0,-2.36,0.0,276.23,271.29,1.09,,,41597.0,,,,,,
2021-01-01 11:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2022-05-05T04:33:20.275036+00:00,1609498800.0,US-TEX-ERCO,350.0,283.32,349.88,,367.48,43257.0,,,304.0,34.0,43527.0,eia.gov,59.74,28.43,59.82,28.33,5129.0,,,6833.0,12248.0,0.0,5.0,19020.0,,22.0,5145.0,0.0,0.11,6936.53,12364.92,0.0,11.85,19045.55,0.0,23.04,0.0,0.0,,,-34.0,350.0,0.0,,304.0,367.48,2.96,-2.49,0.0,276.06,271.07,1.18,,,42245.0,,,,,,
2021-01-01 12:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2022-05-05T04:30:19.892325+00:00,1609502400.0,US-TEX-ERCO,368.42,299.84,368.54,,351.11,44026.0,,,304.0,14.65,44315.35,eia.gov,62.42,25.96,62.53,25.82,5129.0,,,7716.0,11364.0,0.0,5.0,19795.0,,17.0,5147.12,0.0,0.1,7817.19,11489.11,0.0,16.68,19827.06,0.0,18.08,0.0,0.0,,,-14.65,368.44,0.0,,304.0,351.11,2.9,-2.57,0.0,275.95,270.87,1.26,,,43251.0,,,,,,
2021-01-01 13:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2022-05-05T04:29:32.707800+00:00,1609506000.0,US-TEX-ERCO,382.49,312.3,382.72,,349.45,44956.0,,,311.85,0.0,45267.85,eia.gov,64.55,24.08,64.67,23.93,5129.0,,,8418.0,10727.0,0.0,29.0,20640.0,,13.0,5149.38,0.03,0.27,8520.76,10855.12,0.21,43.65,20683.81,0.28,14.33,0.0,0.0,,,7.85,450.03,0.0,,304.0,346.02,2.83,-2.54,0.0,275.76,270.75,0.07,,,44696.0,,,,,,
2021-01-01 14:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2022-05-05T04:33:20.275036+00:00,1609509600.0,US-TEX-ERCO,391.39,320.18,391.64,,354.82,45577.0,,,314.73,0.0,45891.73,eia.gov,65.89,22.89,66.01,22.74,5129.0,,,8877.0,10329.0,5.0,29.0,21195.0,,13.0,5149.55,0.03,0.29,8980.63,10454.35,5.41,43.9,21242.89,0.32,14.36,0.0,0.0,,,10.73,460.86,0.0,,304.0,351.07,2.84,-2.63,4.21,275.83,270.72,0.11,,,46313.0,,,,,,
2021-01-01 15:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2022-05-05T04:33:13.941494+00:00,1609513200.0,US-TEX-ERCO,390.78,319.6,390.85,,379.6,45624.0,,,318.2,0.0,45942.2,eia.gov,65.53,23.26,65.63,23.13,5130.0,,,8965.0,9890.0,633.0,29.0,20964.0,,13.0,5150.49,0.04,0.35,9078.3,10005.37,634.48,44.08,21014.35,0.43,14.3,0.0,0.0,,,14.2,460.86,0.0,,304.0,375.81,2.79,-2.85,39.5,276.71,270.63,0.08,,,47313.0,,,,,,
2021-01-01 16:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2022-05-05T04:33:13.941494+00:00,1609516800.0,US-TEX-ERCO,370.45,300.37,370.3,,391.81,45507.0,,,314.03,0.0,45821.03,eia.gov,62.49,26.27,62.56,26.17,5130.0,,,7997.0,9905.0,1975.0,29.0,20457.0,,14.0,5149.99,0.03,0.28,8115.86,10015.26,1976.74,44.33,20502.98,0.3,15.27,0.0,0.0,,,10.03,460.86,0.0,,304.0,389.53,2.66,-3.28,96.03,278.33,271.36,0.15,,,48046.0,,,,,,
2021-01-01 17:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2022-05-05T04:29:32.707800+00:00,1609520400.0,US-TEX-ERCO,343.95,276.48,343.66,,391.47,45377.0,,,281.85,0.0,45658.85,eia.gov,58.39,30.34,58.42,30.27,5130.0,,,6962.0,11026.0,2682.0,29.0,19536.0,,12.0,5147.66,0.01,0.12,7070.71,11127.81,2683.39,41.93,19574.05,0.06,13.11,0.0,0.0,,,1.85,460.86,0.0,,280.0,391.01,2.32,-3.44,160.83,279.12,271.42,0.08,,,47830.0,,,,,,
2021-01-01 18:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-05-05T04:33:20.275036+00:00,1609524000.0,US-TEX-ERCO,338.75,271.74,338.49,,391.26,44932.0,,,226.0,0.0,45158.0,eia.gov,57.58,31.03,57.61,30.97,5130.0,,,6697.0,11061.0,2843.0,13.0,19170.0,,18.0,5144.23,0.0,0.09,6785.1,11143.33,2843.96,23.52,19198.79,0.03,18.95,0.0,0.0,,,1.0,460.86,0.0,,225.0,390.95,2.14,-3.41,217.93,280.0,271.72,0.08,,,46811.0,,,,,,
2021-01-01 19:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2022-05-05T04:30:19.892325+00:00,1609527600.0,US-TEX-ERCO,350.5,282.29,350.19,,395.94,43974.0,,,303.0,0.0,44277.0,eia.gov,59.26,29.11,59.31,29.03,5131.0,,,7029.0,9929.0,2831.0,4.0,19038.0,,12.0,5150.52,0.0,0.12,7147.62,10035.67,2832.37,18.74,19078.55,0.03,13.37,0.0,0.0,,,1.0,460.86,0.0,,302.0,395.72,1.98,-3.36,540.83,280.66,271.89,0.0,,,45407.0,,,,,,
2021-01-01 20:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2022-05-05T04:33:20.275036+00:00,1609531200.0,US-TEX-ERCO,362.18,292.63,361.91,,399.4,42983.0,,,305.0,0.0,43288.0,eia.gov,61.03,27.08,61.08,26.99,5130.0,,,7291.0,8832.0,2764.0,4.0,18948.0,,14.0,5149.94,0.0,0.12,7410.0,8935.87,2765.23,19.6,18992.14,0.03,15.07,0.0,0.0,,,1.0,460.86,0.0,,304.0,399.2,1.86,-3.36,525.87,281.11,271.96,0.0,,,43784.0,,,,,,
2021-01-01 21:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2022-05-05T04:33:20.275036+00:00,1609534800.0,US-TEX-ERCO,381.78,309.73,381.52,,418.68,42125.0,,,305.0,0.0,42430.0,eia.gov,64.17,23.69,64.22,23.6,5130.0,,,7735.0,7334.0,2605.0,3.0,19302.0,,16.0,5150.18,0.0,0.12,7856.72,7427.41,2606.01,18.61,19353.86,0.03,17.05,0.0,0.0,,,1.0,460.86,0.0,,304.0,418.54,1.56,-3.21,501.65,281.3,271.96,0.0,,,42689.0,,,,,,
2021-01-01 22:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2022-05-05T04:30:19.892325+00:00,1609538400.0,US-TEX-ERCO,400.68,326.17,400.3,,453.6,41772.0,,,305.0,0.0,42077.0,eia.gov,67.08,20.67,67.11,20.6,5131.0,,,8277.0,5825.0,2778.0,4.0,19746.0,,11.0,5150.98,0.0,0.12,8404.33,5901.07,2778.5,19.24,19810.68,0.03,12.04,0.0,0.0,,,1.0,460.86,0.0,,304.0,453.57,1.32,-3.16,447.19,281.21,272.06,0.0,,,42056.0,,,,,,
2021-01-01 23:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2022-05-05T04:33:20.275036+00:00,1609542000.0,US-TEX-ERCO,441.74,363.26,441.51,,471.12,42245.0,,,326.67,0.0,42571.67,eia.gov,73.42,14.48,73.47,14.38,5131.0,,,9856.0,4311.0,1761.0,4.0,21172.0,,10.0,5152.48,0.07,0.5,9994.72,4379.81,1761.61,22.53,21248.13,0.68,11.14,0.0,0.0,,,22.67,460.86,0.0,,304.0,471.88,1.03,-2.98,388.93,280.59,271.96,0.0,,,42272.0,,,,,,
2021-01-02 00:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2022-05-05T04:33:20.275036+00:00,1609545600.0,US-TEX-ERCO,481.57,398.73,481.64,,468.81,44109.0,,,229.5,0.0,44338.5,eia.gov,80.05,8.34,80.13,8.24,5131.0,,,11549.0,3342.0,290.0,3.0,23775.0,,19.0,5145.4,0.03,0.22,11645.32,3392.5,290.19,15.08,23829.72,0.26,19.79,0.0,0.0,,,8.5,460.86,0.0,,221.0,469.11,0.8,-2.7,335.37,279.02,271.57,0.01,,,43923.0,,,,,,
2021-01-02 01:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2022-05-05T04:33:20.275036+00:00,1609549200.0,US-TEX-ERCO,487.1,403.9,487.33,,467.94,45600.0,,,529.0,0.0,46129.0,eia.gov,80.88,7.92,81.06,7.69,5130.0,,,12141.0,3505.0,0.0,3.0,24802.0,,19.0,5162.92,0.0,0.19,12364.0,3625.86,0.02,28.65,24926.52,0.03,20.79,0.0,0.0,,,1.0,460.86,0.0,,528.0,467.95,0.8,-2.71,0.0,278.45,271.4,0.0,,,45980.0,,,,,,
2021-01-02 02:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-05-05T04:30:19.892325+00:00,1609552800.0,US-TEX-ERCO,485.34,401.97,485.46,,472.03,45823.0,,,404.77,0.0,46227.77,eia.gov,80.8,8.05,80.92,7.88,5130.0,,,12029.0,3566.0,0.0,45.0,25036.0,,17.0,5155.59,0.0,0.15,12201.23,3656.55,0.02,63.8,25131.99,0.02,18.43,0.0,0.0,,,0.77,460.86,0.0,,404.0,472.06,0.75,-2.72,0.0,278.11,271.31,0.0,,,45854.0,,,,,,
2021-01-02 03:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2022-05-05T04:30:19.892325+00:00,1609556400.0,US-TEX-ERCO,483.38,400.29,483.38,,482.75,45882.0,,,139.0,0.0,46021.0,eia.gov,80.48,8.35,80.52,8.3,5131.0,,,12029.0,3775.0,0.0,31.0,24906.0,,10.0,5139.97,0.0,0.06,12089.36,3803.57,0.02,37.51,24939.99,0.03,10.48,0.0,0.0,,,1.0,460.86,0.0,,138.0,482.91,1.01,-2.45,0.0,278.0,271.31,0.0,,,45785.0,,,,,,
2021-01-02 04:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2022-05-05T04:30:19.892325+00:00,1609560000.0,US-TEX-ERCO,485.35,402.06,485.3,,500.89,45396.0,,,148.0,0.0,45544.0,eia.gov,80.77,7.94,80.8,7.89,5131.0,,,11978.0,3561.0,0.0,22.0,24692.0,,12.0,5140.91,0.0,0.07,12044.95,3589.29,0.02,26.88,24729.36,0.03,12.48,0.0,0.0,,,1.0,460.86,0.0,,147.0,501.16,0.82,-2.48,0.0,277.47,271.0,0.0,,,45560.0,,,,,,
2021-01-02 05:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2022-05-05T04:30:19.892325+00:00,1609563600.0,US-TEX-ERCO,476.1,394.52,475.94,,515.64,44101.0,,,178.0,0.0,44279.0,eia.gov,79.04,9.35,79.06,9.3,5130.0,,,11501.0,4099.0,0.0,4.0,23358.0,,9.0,5142.36,0.0,0.08,11584.37,4129.95,0.02,8.95,23403.65,0.03,9.58,0.0,0.0,,,1.0,460.86,0.0,,177.0,515.95,0.88,-2.32,0.0,277.16,270.83,0.0,,,44982.0,,,,,,
2021-01-02 06:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2022-05-05T04:33:13.941494+00:00,1609567200.0,US-TEX-ERCO,464.28,383.89,464.27,,530.71,42897.0,,,7.58,0.0,42904.58,eia.gov,77.34,10.71,77.34,10.7,5130.0,,,10745.0,4588.0,0.0,4.0,22421.0,,9.0,5130.55,0.0,0.01,10748.63,4589.04,0.01,4.27,22423.01,0.02,9.03,0.0,0.0,,,0.58,460.86,0.0,,7.0,536.53,1.07,-2.16,0.0,277.09,270.91,0.0,,,44026.0,,,,,,
2021-01-02 07:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-05-05T04:33:20.275036+00:00,1609570800.0,US-TEX-ERCO,463.22,381.79,462.69,,543.35,41469.0,,,275.0,0.0,41744.0,eia.gov,77.76,9.9,77.77,9.86,5131.0,,,9928.0,4062.0,0.0,27.0,22311.0,,10.0,5150.72,0.0,0.12,10063.96,4099.05,0.02,33.8,22385.42,0.03,10.87,0.0,0.0,,,1.0,460.86,0.0,,274.0,543.65,1.27,-2.1,0.0,276.86,270.81,0.0,,,42278.0,,,,,,
2021-01-02 08:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2022-05-05T04:30:19.892325+00:00,1609574400.0,US-TEX-ERCO,475.61,392.36,475.28,,543.0,40701.0,,,200.62,0.0,40901.62,eia.gov,79.84,7.58,79.86,7.54,5131.0,,,10064.0,3062.0,0.0,6.0,22429.0,,9.0,5145.42,0.0,0.09,10162.62,3088.86,0.01,10.86,22484.06,0.02,9.66,0.0,0.0,,,0.62,460.86,0.0,,200.0,543.25,1.39,-1.92,0.0,276.63,270.74,0.0,,,41456.0,,,,,,
2021-01-02 09:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2022-05-05T04:33:19.989019+00:00,1609578000.0,US-TEX-ERCO,479.69,395.79,479.26,,554.85,40313.0,,,227.0,0.0,40540.0,eia.gov,80.55,6.76,80.56,6.71,5130.0,,,10042.0,2703.0,0.0,4.0,22424.0,,10.0,5146.14,0.0,0.1,10156.87,2730.19,0.02,9.51,22486.37,0.03,10.75,0.0,0.0,,,1.0,460.86,0.0,,226.0,555.26,1.62,-1.85,0.0,276.48,270.55,0.0,,,41031.0,,,,,,
2021-01-02 10:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2022-05-05T04:30:19.892325+00:00,1609581600.0,US-TEX-ERCO,471.38,388.18,470.69,,563.52,40174.0,,,300.62,0.0,40474.62,eia.gov,79.42,7.85,79.42,7.81,5130.0,,,9627.0,3133.0,0.0,4.0,22270.0,,10.0,5151.26,0.0,0.12,9781.82,3165.15,0.01,11.72,22353.52,0.02,10.98,0.0,0.0,,,0.62,460.86,0.0,,300.0,563.73,1.68,-1.65,0.0,276.31,270.5,0.01,,,41182.0,,,,,,
2021-01-02 11:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2022-05-05T04:33:20.275036+00:00,1609585200.0,US-TEX-ERCO,472.5,389.85,472.0,,563.37,40835.0,,,227.0,0.0,41062.0,eia.gov,79.25,8.22,79.24,8.19,5131.0,,,10052.0,3341.0,0.0,4.0,22295.0,,12.0,5146.81,0.0,0.1,10167.75,3363.92,0.02,10.72,22359.9,0.04,12.74,0.0,0.0,,,1.0,460.86,0.0,,226.0,563.83,1.85,-1.57,0.0,276.11,270.33,0.01,,,41864.0,,,,,,
2021-01-02 12:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2022-05-05T04:33:20.275036+00:00,1609588800.0,US-TEX-ERCO,484.18,401.02,483.68,,552.75,41873.0,,,305.0,0.0,42178.0,eia.gov,80.59,7.2,80.6,7.15,5130.0,,,10965.0,2987.0,0.0,5.0,22776.0,,10.0,5150.84,0.0,0.13,11116.12,3018.44,0.02,17.61,22863.81,0.07,10.97,0.0,0.0,,,1.0,460.86,0.0,,304.0,553.05,2.09,-1.49,0.0,275.99,270.03,0.01,,,42794.0,,,,,,
2021-01-02 13:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2022-05-05T04:33:19.989019+00:00,1609592400.0,US-TEX-ERCO,487.02,403.47,486.5,,544.78,43384.0,,,390.0,0.0,43774.0,eia.gov,81.05,7.17,81.08,7.1,5130.0,,,11431.0,3051.0,0.0,28.0,23732.0,,12.0,5155.88,0.0,0.15,11620.2,3093.69,0.02,46.22,23844.47,0.05,13.33,0.0,0.0,,,1.0,460.86,0.0,,389.0,544.99,2.1,-1.31,0.0,275.85,270.04,0.0,,,43754.0,,,,,,
2021-01-02 14:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-05-05T04:33:19.989019+00:00,1609596000.0,US-TEX-ERCO,484.42,401.53,484.03,,540.52,44943.0,,,311.35,0.0,45254.35,eia.gov,80.47,8.15,80.49,8.09,5131.0,,,11888.0,3596.0,11.0,29.0,24277.0,,11.0,5151.16,0.0,0.11,12036.84,3631.06,11.21,44.16,24367.72,0.03,12.06,0.0,0.0,,,0.35,460.86,0.0,,311.0,540.61,2.24,-1.2,3.47,275.98,270.04,0.01,,,45355.0,,,,,,
2021-01-02 15:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-05-05T04:33:13.941494+00:00,1609599600.0,US-TEX-ERCO,465.14,385.06,464.67,,529.42,45412.0,,,328.58,0.0,45740.58,eia.gov,76.81,11.93,76.82,11.88,5131.0,,,11671.0,4386.0,982.0,29.0,23202.0,,11.0,5152.11,0.0,0.12,11824.09,4426.91,983.43,44.97,23296.87,0.02,12.06,0.0,0.0,,,0.58,460.86,0.0,,328.0,529.54,2.63,-1.18,37.11,277.56,270.61,0.01,,,46263.0,,,,,,
2021-01-02 16:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2022-05-05T04:30:19.892325+00:00,1609603200.0,US-TEX-ERCO,436.71,358.06,436.1,,528.32,44806.0,,,299.0,0.0,45105.0,eia.gov,72.54,16.05,72.52,16.03,5130.0,,,10225.0,4178.0,2977.0,29.0,22256.0,,11.0,5149.38,0.0,0.12,10364.69,4215.58,2978.77,43.54,22340.87,0.04,12.01,0.0,0.0,,,1.0,460.86,0.0,,298.0,528.54,2.85,-1.0,96.78,279.2,271.01,0.02,,,45930.0,,,,,,
2021-01-02 17:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2022-05-05T04:33:20.275036+00:00,1609606800.0,US-TEX-ERCO,419.84,342.58,419.82,,513.33,43639.0,,,7.63,0.0,43646.63,eia.gov,69.99,18.25,69.99,18.25,5132.0,,,9351.0,4448.0,3454.0,64.0,21180.0,,10.0,5132.52,0.0,0.01,9354.5,4449.05,3454.05,64.44,21182.01,0.02,10.03,0.0,0.0,,,0.63,460.86,0.0,,7.0,518.08,3.1,-0.72,164.71,280.66,271.32,0.02,,,45212.0,,,,,,
2021-01-02 18:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2022-05-05T04:33:19.989019+00:00,1609610400.0,US-TEX-ERCO,383.71,310.24,383.71,,460.86,41923.0,,,1.0,0.0,41924.0,eia.gov,64.67,23.09,64.67,23.09,5132.0,,,7624.0,6229.0,3405.0,47.0,19476.0,,10.0,5132.1,0.0,0.02,7624.38,6229.05,3405.02,47.16,19476.23,0.03,10.01,0.0,0.0,,,1.0,460.86,0.0,,0.0,,3.37,-0.59,228.1,281.95,271.52,0.03,,,44083.0,,,,,,
2021-01-02 19:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2022-05-05T04:33:13.941494+00:00,1609614000.0,US-TEX-ERCO,347.02,278.21,347.02,,460.86,40089.0,,,1.0,0.0,40090.0,eia.gov,58.8,28.4,58.8,28.4,5132.0,,,6228.0,7958.0,3422.0,4.0,17334.0,,11.0,5132.1,0.0,0.02,6228.38,7958.05,3422.02,4.16,17334.23,0.03,11.01,0.0,0.0,,,1.0,460.86,0.0,,0.0,,3.61,-0.54,603.55,283.05,271.66,0.01,,,42539.0,,,,,,
2021-01-02 20:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2022-05-05T04:33:20.275036+00:00,1609617600.0,US-TEX-ERCO,323.35,259.42,323.34,,460.86,38447.0,,,1.0,1.0,38447.0,eia.gov,54.02,32.63,54.02,32.63,5131.0,,,5865.0,9084.0,3459.0,4.0,14894.0,,10.0,5130.97,0.0,0.02,5865.23,9083.81,3458.93,4.16,14893.84,0.03,10.01,0.0,0.0,,,1.0,460.86,0.0,,-1.0,323.35,3.57,-0.48,594.46,283.88,271.7,0.01,,,40898.0,,,,,,
2021-01-02 21:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2022-05-05T04:33:20.275036+00:00,1609621200.0,US-TEX-ERCO,307.65,247.25,307.65,,460.86,37363.0,,,1.0,38.0,37326.0,eia.gov,50.63,35.63,50.63,35.63,5132.0,,,5735.0,9705.0,3606.0,3.0,13172.0,,10.0,5126.88,0.0,0.02,5729.55,9695.18,3602.35,3.15,13158.84,0.03,10.0,0.0,0.0,,,1.0,460.86,0.0,,-38.0,307.65,3.36,-0.28,563.8,284.49,271.64,0.02,,,39869.0,,,,,,
