datetime,created_at,updated_at,timestamp,zone_name,carbon_intensity_avg,carbon_intensity_direct_avg,carbon_intensity_production_avg,carbon_intensity_discharge_avg,carbon_intensity_import_avg,total_production_avg,total_storage_avg,total_discharge_avg,total_import_avg,total_export_avg,total_consumption_avg,production_sources,power_origin_percent_fossil_avg,power_origin_percent_renewable_avg,power_production_percent_fossil_avg,power_production_percent_renewable_avg,power_production_nuclear_avg,power_production_geothermal_avg,power_production_biomass_avg,power_production_coal_avg,power_production_wind_avg,power_production_solar_avg,power_production_hydro_avg,power_production_gas_avg,power_production_oil_avg,power_production_unknown_avg,power_consumption_nuclear_avg,power_consumption_geothermal_avg,power_consumption_biomass_avg,power_consumption_coal_avg,power_consumption_wind_avg,power_consumption_solar_avg,power_consumption_hydro_avg,power_consumption_gas_avg,power_consumption_oil_avg,power_consumption_unknown_avg,power_consumption_battery_discharge_avg,power_consumption_hydro_discharge_avg,power_net_discharge_battery_avg,power_net_discharge_hydro_avg,power_net_import_JP-CB_avg,carbon_intensity_exchange_JP-CB_avg,power_net_import_JP-TH_avg,carbon_intensity_exchange_JP-TH_avg,latest_forecasted_wind_x_avg,latest_forecasted_wind_y_avg,latest_forecasted_solar_avg,latest_forecasted_temperature_avg,latest_forecasted_dewpoint_avg,latest_forecasted_precipitation_avg,latest_forecasted_price_avg,latest_forecasted_production_avg,latest_forecasted_consumption_avg,latest_forecasted_power_net_import_JP-CB_avg,latest_forecasted_power_net_import_JP-TH_avg,latest_forecasted_production_solar_avg,latest_forecasted_production_wind_avg
2021-01-01 00:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2022-05-05T04:33:20.275036+00:00,1609459200.0,JP-TK,492.17,407.23,498.64,,460.73,26146.67,,,5376.67,0.0,31523.33,electricityMap Estimation,73.25,25.01,74.95,25.05,0.0,0.0,282.7,8805.83,174.45,4859.23,1232.14,9458.11,1334.22,0.0,548.42,16.57,376.84,10848.96,431.0,4977.33,2081.65,10705.5,1495.52,41.55,0.0,0.0,,,591.67,459.61,4785.0,460.86,5.46,0.13,44.44,276.55,267.71,2.16,28000.0,,,600.0,4654.5,,
2021-01-01 01:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2022-05-05T04:33:20.275036+00:00,1609462800.0,JP-TK,474.05,390.88,476.82,,460.72,25127.0,,,5216.33,0.0,30343.33,electricityMap Estimation,70.26,27.99,71.36,28.64,0.0,0.0,258.63,8056.02,181.38,5630.38,1127.22,8652.76,1220.61,0.0,532.07,16.07,349.96,10038.23,430.28,5744.96,1951.4,9862.95,1377.1,40.31,0.0,0.0,,,607.17,459.61,4609.17,460.86,5.54,-0.99,347.78,277.25,267.2,0.31,15000.0,,,600.0,4796.9,,
2021-01-01 02:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2022-05-05T04:33:20.275036+00:00,1609466400.0,JP-TK,461.94,379.72,462.18,,460.7,24571.33,,,4625.33,0.0,29196.67,electricityMap Estimation,68.31,30.08,68.93,31.07,0.0,0.0,244.33,7610.62,166.63,6157.37,1064.9,8174.37,1153.12,0.0,471.78,14.25,325.31,9368.25,387.33,6258.97,1795.7,9247.45,1291.88,35.74,0.0,0.0,,,597.83,459.61,4027.5,460.86,5.12,-1.25,398.89,277.79,266.67,0.73,9430.0,,,600.0,4561.3,,
2021-01-01 03:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2022-05-05T04:30:19.892325+00:00,1609470000.0,JP-TK,454.14,372.6,452.95,,460.7,23755.08,,,4330.75,0.0,28085.83,electricityMap Estimation,67.03,31.39,67.41,32.59,0.0,0.0,230.99,7195.07,161.47,6342.58,1006.76,7728.04,1090.16,0.0,441.74,13.34,306.82,8840.76,368.12,6437.71,1691.01,8732.78,1220.09,33.47,0.0,0.0,,,563.25,459.61,3767.5,460.86,4.86,-1.68,428.89,278.2,267.03,1.07,7330.0,,,600.0,3958.5,,
2021-01-01 04:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-05-05T04:33:13.941494+00:00,1609473600.0,JP-TK,460.5,378.66,460.46,,460.71,22578.58,,,4807.25,0.0,27385.83,electricityMap Estimation,68.0,30.21,68.65,31.35,0.0,0.0,223.58,6964.25,141.11,5739.87,974.46,7480.12,1055.19,0.0,490.34,14.81,307.75,8791.01,370.49,5845.46,1734.0,8595.41,1199.41,37.15,0.0,0.0,,,583.92,459.61,4223.33,460.86,4.08,-2.15,440.0,278.34,266.14,1.31,8150.0,,,539.0,3843.4,,
2021-01-01 05:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2022-05-05T04:33:20.275036+00:00,1609477200.0,JP-TK,475.37,392.49,479.07,,460.73,21605.33,,,5465.5,0.0,27070.83,electricityMap Estimation,70.36,27.58,71.72,28.28,0.0,0.0,223.52,6962.36,128.69,4783.58,974.19,7478.09,1054.9,0.0,557.48,16.84,319.21,9039.25,389.49,4903.63,1837.74,8746.08,1218.87,42.24,0.0,0.0,,,586.33,459.61,4879.17,460.86,3.44,-2.52,432.22,278.35,266.27,1.59,14790.0,,,600.0,4300.4,,
2021-01-01 06:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2022-05-05T04:33:20.275036+00:00,1609480800.0,JP-TK,496.25,411.17,504.56,,460.82,22506.58,,,5279.25,0.0,27785.83,electricityMap Estimation,73.85,24.22,75.93,24.07,0.0,0.0,246.5,7678.27,126.21,3970.82,1074.37,8247.03,1163.37,0.0,538.48,16.27,338.93,9684.39,378.11,4086.79,1908.49,9471.82,1321.75,40.8,0.0,0.0,,,166.75,459.61,5112.5,460.86,3.8,-1.77,403.33,278.54,266.94,1.88,20000.0,,,600.0,4902.7,,
2021-01-01 07:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2022-05-05T04:30:19.892325+00:00,1609484400.0,JP-TK,547.54,457.19,564.94,,460.76,24693.75,,,4952.92,0.0,29646.67,electricityMap Estimation,82.4,15.9,85.89,14.11,0.0,0.0,305.94,9529.84,100.03,1744.83,1333.44,10235.75,1443.92,0.0,505.2,15.26,392.66,11411.95,336.36,1853.63,2116.0,11384.83,1592.5,38.28,0.0,0.0,,,392.92,459.61,4560.0,460.86,2.78,-1.88,128.89,277.84,267.31,0.27,28000.0,,,600.0,4846.7,,
2021-01-01 08:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-05-05T04:33:20.275036+00:00,1609488000.0,JP-TK,584.1,489.92,605.4,,460.84,28165.58,,,4774.42,0.0,32940.0,electricityMap Estimation,88.5,10.0,92.56,7.44,0.0,0.0,376.07,11714.38,79.0,0.0,1639.11,12582.11,1774.91,0.0,495.0,14.95,460.0,13525.84,310.34,106.6,2401.3,13672.92,1915.55,37.5,0.0,0.0,,,14.42,517.32,4760.0,460.86,1.69,-1.9,72.22,276.6,267.6,0.56,48680.0,,,536.3,4325.3,,
2021-01-01 09:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-05-05T04:30:19.892325+00:00,1609491600.0,JP-TK,586.06,491.49,605.5,,460.86,29434.0,,,4556.67,56.5,33934.17,electricityMap Estimation,88.87,9.76,92.58,7.42,0.0,0.0,393.07,12243.94,77.74,0.0,1713.21,13150.9,1855.14,0.0,465.03,14.05,472.11,13951.88,295.13,100.15,2430.12,14182.27,1988.2,35.23,0.0,0.0,,,-56.5,567.71,4556.67,460.86,1.97,-1.52,46.67,276.41,268.16,0.9,50000.0,,,51.7,4388.2,,
2021-01-01 10:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2022-05-05T04:29:32.707800+00:00,1609495200.0,JP-TK,585.5,491.05,605.68,,460.86,29360.58,,,4747.75,0.0,34108.33,electricityMap Estimation,88.76,9.82,92.61,7.39,0.0,0.0,392.22,12217.2,68.43,0.0,1709.47,13122.18,1851.09,0.0,484.86,14.65,475.37,14021.14,295.23,104.42,2460.19,14222.42,1993.33,36.74,0.0,0.0,,,12.75,491.88,4735.0,460.86,1.58,-1.32,35.56,276.03,268.1,1.13,50000.0,,,217.4,4412.3,,
2021-01-01 11:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2022-05-05T04:33:20.275036+00:00,1609498800.0,JP-TK,584.69,490.4,605.66,,460.79,29072.5,,,4921.67,0.0,33994.17,electricityMap Estimation,88.61,9.92,92.61,7.39,0.0,0.0,388.36,12096.94,68.69,0.0,1692.64,12993.01,1832.87,0.0,502.01,15.16,474.53,13967.17,303.53,108.11,2470.26,14134.83,1980.52,38.03,0.0,0.0,,,271.67,459.61,4650.0,460.86,1.34,-1.58,27.78,275.87,267.96,1.47,60000.0,,,350.8,4349.1,,
2021-01-01 12:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-05-05T04:30:19.892325+00:00,1609502400.0,JP-TK,583.49,489.45,605.68,,460.73,28358.67,,,5125.5,0.0,33484.17,electricityMap Estimation,88.38,10.06,92.61,7.39,0.0,0.0,378.83,11800.16,66.41,0.0,1651.11,12674.25,1787.9,0.0,522.8,15.79,468.57,13747.85,310.98,112.59,2460.94,13863.37,1941.67,39.61,0.0,0.0,,,534.67,459.61,4590.83,460.86,0.88,-1.75,24.44,275.71,267.8,1.76,60000.0,,,557.3,4319.6,,
2021-01-01 13:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2022-05-05T04:29:32.707800+00:00,1609506000.0,JP-TK,583.53,489.48,605.67,,460.76,27166.58,,,4900.08,0.0,32066.67,electricityMap Estimation,88.38,10.06,92.61,7.39,0.0,0.0,362.9,11304.02,63.88,0.0,1581.69,12141.36,1712.73,0.0,499.81,15.1,448.7,13166.05,297.69,107.64,2355.91,13278.18,1859.73,37.87,0.0,0.0,,,402.58,459.61,4497.5,460.86,0.79,-1.65,0.0,275.57,267.57,0.3,66840.0,,,574.6,4335.7,,
2021-01-01 14:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2022-05-05T04:30:19.892325+00:00,1609509600.0,JP-TK,584.14,489.97,605.71,,460.81,26185.67,,,4580.17,0.0,30765.83,electricityMap Estimation,88.5,9.98,92.61,7.39,0.0,0.0,349.82,10896.66,59.67,0.0,1524.69,11703.82,1651.01,0.0,467.18,14.11,430.02,12637.12,278.22,100.61,2248.36,12766.41,1788.41,35.4,0.0,0.0,,,211.0,459.61,4369.17,460.86,0.41,-1.55,0.0,275.26,267.36,0.48,40000.0,,,375.1,4578.4,,
2021-01-01 15:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-05-05T04:33:13.941494+00:00,1609513200.0,JP-TK,584.69,490.39,605.46,,460.83,24494.17,,,4106.67,0.0,28600.83,electricityMap Estimation,88.61,9.92,92.57,7.43,0.0,0.0,327.08,10188.39,66.32,0.0,1425.59,10943.09,1543.7,0.0,418.88,12.65,398.99,11748.93,262.27,90.21,2074.44,11895.83,1666.9,31.74,0.0,0.0,,,116.67,459.61,3990.0,460.86,1.45,-1.31,0.0,275.33,267.22,0.62,40000.0,,,461.5,4320.4,,
2021-01-01 16:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2022-05-05T04:29:32.707800+00:00,1609516800.0,JP-TK,584.68,490.38,605.53,,460.84,23270.83,,,3919.17,0.0,27190.0,electricityMap Estimation,88.61,9.92,92.59,7.41,0.0,0.0,310.79,9680.79,60.02,0.0,1354.56,10397.88,1466.79,0.0,399.75,12.07,379.41,11170.07,247.03,86.09,1973.79,11307.13,1584.36,30.29,0.0,0.0,,,67.5,459.61,3851.67,460.86,0.48,-1.55,0.0,274.74,267.09,0.85,37130.0,,,600.0,3787.1,,
2021-01-01 17:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2022-05-05T04:29:32.707800+00:00,1609520400.0,JP-TK,585.43,490.97,605.21,,460.8,22863.83,,,3629.5,0.0,26493.33,electricityMap Estimation,88.76,9.84,92.54,7.46,0.0,0.0,305.19,9506.28,71.42,0.0,1330.15,10210.45,1440.35,0.0,370.21,11.18,368.74,10885.49,244.61,79.73,1903.61,11052.5,1549.23,28.05,0.0,0.0,,,177.83,459.61,3451.67,460.86,1.74,-1.35,0.0,275.19,267.6,1.0,35000.0,,,600.0,3577.9,,
2021-01-01 18:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2022-05-05T04:30:19.892325+00:00,1609524000.0,JP-TK,585.25,490.85,605.2,,460.71,22502.0,,,3603.0,0.0,26105.0,electricityMap Estimation,88.73,9.86,92.53,7.47,0.0,0.0,300.35,9355.64,70.76,0.0,1309.07,10048.65,1417.52,0.0,367.51,11.1,363.44,10724.78,242.68,79.14,1878.34,10884.55,1525.61,27.84,0.0,0.0,,,440.5,459.61,3162.5,460.86,1.51,-1.56,0.0,275.03,267.51,1.15,30000.0,,,600.0,3344.7,,
2021-01-01 19:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2022-05-05T04:30:19.892325+00:00,1609527600.0,JP-TK,582.57,488.7,605.23,,460.7,21869.83,,,4066.83,0.0,25936.67,electricityMap Estimation,88.22,10.18,92.54,7.46,0.0,0.0,291.93,9093.31,67.58,0.0,1272.36,9766.88,1377.77,0.0,414.82,12.53,363.13,10638.7,261.63,89.33,1914.92,10710.39,1499.78,31.43,0.0,0.0,,,528.5,459.61,3538.33,460.86,1.07,-1.71,0.0,274.92,267.59,0.13,35000.0,,,600.0,2977.3,,
2021-01-01 20:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-05-05T04:30:19.892325+00:00,1609531200.0,JP-TK,583.72,489.63,605.37,,460.67,22516.83,,,3961.5,0.0,26478.33,electricityMap Estimation,88.43,10.04,92.56,7.44,0.0,0.0,300.63,9364.5,64.35,0.0,1310.31,10058.17,1418.86,0.0,404.07,12.21,370.0,10869.87,253.38,87.02,1936.23,10977.24,1537.71,30.61,0.0,0.0,,,610.67,459.61,3350.83,460.86,0.97,-1.58,0.0,274.68,267.65,0.27,25050.0,,,600.0,3626.9,,
2021-01-01 21:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2022-05-05T04:33:19.989019+00:00,1609534800.0,JP-TK,571.09,478.32,591.85,,460.76,23735.0,,,4467.5,0.0,28202.5,electricityMap Estimation,86.31,12.07,90.33,9.67,0.0,0.0,309.26,9633.04,64.68,574.0,1347.88,10346.6,1459.55,0.0,455.68,13.76,387.48,11330.69,277.85,672.13,2053.75,11383.06,1593.58,34.52,0.0,0.0,,,381.67,459.61,4085.83,460.86,1.64,-0.9,0.0,274.68,267.95,0.45,29000.0,,,600.0,3329.7,,
2021-01-01 22:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2022-05-05T04:33:19.989019+00:00,1609538400.0,JP-TK,580.68,486.85,601.82,,460.73,26226.25,,,4622.92,0.0,30849.17,electricityMap Estimation,87.92,10.55,91.97,8.03,0.0,0.0,347.93,10837.66,52.68,189.02,1516.44,11640.45,1642.07,0.0,471.54,14.24,428.87,12594.37,273.26,290.57,2246.86,12712.97,1780.76,35.73,0.0,0.0,,,490.42,459.61,4132.5,460.86,0.95,-0.72,0.0,274.26,267.73,0.36,40000.0,,,600.0,4044.0,,
2021-01-01 23:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-05-05T04:30:19.892325+00:00,1609542000.0,JP-TK,534.59,445.18,547.71,,460.72,27753.0,,,4926.17,0.0,32679.17,electricityMap Estimation,80.31,18.15,83.03,16.97,0.0,0.0,332.4,10354.07,55.49,2872.43,1448.77,11121.04,1568.8,0.0,502.47,15.18,418.66,12226.01,290.54,2980.64,2227.11,12263.91,1716.58,38.07,0.0,0.0,,,576.17,459.61,4350.0,460.86,1.34,-0.25,10.0,275.14,268.41,0.39,35000.0,,,593.1,4125.8,,
2021-01-02 00:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2022-05-05T04:33:19.989019+00:00,1609545600.0,JP-TK,495.83,410.12,501.98,,460.75,27624.58,,,4848.75,0.0,32473.33,electricityMap Estimation,73.92,24.56,75.49,24.51,0.0,0.0,300.8,9369.6,83.91,5075.97,1311.02,10063.65,1419.64,0.0,494.57,14.94,385.69,11212.13,315.27,5182.48,2077.12,11188.56,1565.1,37.47,0.0,0.0,,,422.92,459.61,4425.83,460.86,2.67,-0.65,44.44,276.8,269.58,0.56,29000.0,,,600.0,4324.9,,
2021-01-02 01:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2022-05-05T04:33:19.989019+00:00,1609549200.0,JP-TK,470.02,387.16,471.97,,460.73,25993.5,,,5448.17,0.0,31441.67,electricityMap Estimation,69.57,28.66,70.53,29.47,0.0,0.0,264.47,8237.87,90.16,6152.1,1152.67,8848.08,1248.16,0.0,555.71,16.79,359.86,10308.17,350.13,6271.78,2013.48,10112.05,1411.61,42.1,0.0,0.0,,,590.67,459.61,4857.5,460.86,2.85,-0.92,347.78,277.62,269.89,0.03,16000.0,,,600.0,4596.5,,
2021-01-02 02:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2022-05-05T04:33:19.989019+00:00,1609552800.0,JP-TK,455.94,374.01,455.09,,460.83,25920.5,,,4471.17,0.0,30391.67,electricityMap Estimation,67.34,31.16,67.75,32.25,0.0,0.0,253.3,7890.06,89.12,6914.05,1104.0,8474.51,1195.46,0.0,456.06,13.78,331.59,9589.1,302.46,7012.26,1810.44,9511.82,1329.6,34.55,0.0,0.0,,,102.0,459.61,4369.17,460.86,2.73,-1.13,404.44,278.32,270.07,0.06,14230.0,,,600.0,4753.4,,
2021-01-02 03:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2022-05-05T04:33:13.941494+00:00,1609556400.0,JP-TK,449.26,368.12,447.13,,460.86,25180.13,,,4639.08,0.0,29819.21,electricityMap Estimation,66.21,32.21,66.44,33.56,0.0,0.0,241.31,7516.44,112.57,7046.01,1051.72,8073.22,1138.85,0.0,473.19,14.29,322.53,9279.29,333.93,7147.92,1784.7,9149.48,1278.03,35.85,0.0,0.0,,,29.92,459.61,4609.17,460.86,3.76,-0.34,423.33,278.87,270.69,0.08,14230.0,,,600.0,4400.6,,
2021-01-02 04:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2022-05-05T04:30:19.892325+00:00,1609560000.0,JP-TK,467.46,384.83,468.86,,460.77,25133.0,,,5257.75,0.0,30390.75,electricityMap Estimation,69.15,29.09,70.02,29.98,0.0,0.0,253.85,7907.07,84.87,6090.02,1106.38,8492.78,1198.04,0.0,536.29,16.2,345.9,9905.01,335.75,6205.51,1937.1,9712.58,1355.77,40.63,0.0,0.0,,,403.58,459.61,4854.17,460.86,2.62,-0.95,444.44,278.9,270.47,0.23,12000.0,,,600.0,4725.5,,
2021-01-02 05:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2022-05-05T04:30:19.892325+00:00,1609563600.0,JP-TK,486.92,402.59,492.8,,460.73,24997.46,,,5616.42,0.0,30613.88,electricityMap Estimation,72.32,25.81,73.97,26.03,0.0,0.0,266.73,8308.35,76.33,5000.9,1162.53,8923.78,1258.84,0.0,572.87,17.3,365.07,10442.59,344.33,5124.27,2049.92,10226.79,1427.33,43.4,0.0,0.0,,,591.42,459.61,5025.0,460.86,2.28,-0.83,433.33,278.93,270.46,0.29,15790.0,,,600.0,4898.0,,
2021-01-02 06:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2022-05-05T04:33:19.989019+00:00,1609567200.0,JP-TK,512.07,425.03,522.02,,460.71,25706.84,,,4983.17,0.0,30690.01,electricityMap Estimation,76.56,21.79,78.8,21.2,0.0,0.0,292.21,9101.97,97.61,3786.22,1273.57,9776.19,1379.09,0.0,508.28,15.35,379.46,10995.57,335.38,3895.68,2060.91,10932.28,1528.58,38.51,0.0,0.0,,,589.83,459.61,4393.33,460.86,3.19,-0.72,407.78,278.77,270.86,0.22,16540.0,,,600.0,4911.5,,
2021-01-02 07:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-05-05T04:33:13.941494+00:00,1609570800.0,JP-TK,558.66,466.86,574.94,,460.77,27347.02,,,4545.25,0.0,31892.27,electricityMap Estimation,84.32,14.23,87.54,12.46,0.0,0.0,345.31,10756.14,89.01,1468.91,1505.03,11552.9,1629.72,0.0,463.79,14.01,424.9,12483.32,305.97,1568.7,2223.36,12607.06,1766.02,35.14,0.0,0.0,,,328.58,460.22,4216.67,460.86,2.8,-0.93,123.33,278.05,270.86,0.03,30000.0,,,600.0,4244.5,,
2021-01-02 08:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2022-05-05T04:33:19.989019+00:00,1609574400.0,JP-TK,588.49,493.42,605.37,,460.86,30393.47,,,4020.83,45.0,34369.3,electricityMap Estimation,89.34,9.47,92.56,7.44,0.0,0.0,405.8,12640.34,86.79,0.0,1768.67,13576.66,1915.2,0.0,409.59,12.37,475.58,14149.73,278.28,88.21,2400.82,14490.52,2033.17,31.03,0.0,0.0,,,-45.0,588.51,4020.83,460.86,2.6,-1.2,70.0,276.99,270.75,0.07,50000.0,,,-4.7,4077.1,,
2021-01-02 09:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-05-05T04:33:13.941494+00:00,1609578000.0,JP-TK,588.31,493.28,605.27,,460.86,31554.94,,,4196.42,0.0,35751.36,electricityMap Estimation,89.31,9.5,92.54,7.46,0.0,0.0,421.24,13121.12,95.53,0.0,1835.95,14093.06,1988.05,0.0,428.13,12.93,494.71,14715.73,295.81,92.2,2499.08,15066.42,2113.91,32.44,0.0,0.0,,,18.92,466.22,4177.5,460.86,2.5,-1.99,47.78,276.5,270.33,0.17,60000.0,,,-11.0,4085.1,,
2021-01-02 10:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-05-05T04:33:13.941494+00:00,1609581600.0,JP-TK,587.7,492.79,605.32,,460.82,31195.52,,,4332.83,0.0,35528.36,electricityMap Estimation,89.19,9.57,92.55,7.45,0.0,0.0,416.48,12972.85,91.62,0.0,1815.2,13933.8,1965.58,0.0,441.95,13.35,492.34,14619.33,298.36,95.18,2499.79,14939.02,2095.57,33.48,0.0,0.0,,,155.33,459.61,4177.5,460.86,1.92,-2.37,34.44,275.96,270.33,0.19,60000.0,,,27.4,4201.7,,
2021-01-02 11:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-05-05T04:29:32.707800+00:00,1609585200.0,JP-TK,586.48,491.82,605.15,,460.77,30211.86,,,4487.0,0.0,34698.86,electricityMap Estimation,88.96,9.72,92.53,7.47,0.0,0.0,403.23,12560.19,97.35,0.0,1757.46,13490.57,1903.06,0.0,457.67,13.82,481.79,14265.25,311.45,98.56,2466.4,14531.56,2037.67,34.68,0.0,0.0,,,326.17,459.61,4160.83,460.86,1.18,-3.04,25.56,275.36,270.25,0.28,60000.0,,,212.0,4090.9,,
2021-01-02 12:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-05-05T04:33:20.275036+00:00,1609588800.0,JP-TK,585.11,490.71,605.01,,460.75,28513.6,,,4563.58,0.0,33077.19,electricityMap Estimation,88.71,9.89,92.5,7.5,0.0,0.0,380.47,11851.33,98.67,0.0,1658.27,12729.21,1795.66,0.0,465.49,14.06,460.37,13585.49,316.42,100.24,2379.32,13787.96,1932.56,35.27,0.0,0.0,,,415.25,459.61,4148.33,460.86,0.5,-3.27,23.33,274.53,269.28,0.28,60000.0,,,364.4,4168.9,,
2021-01-02 13:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2022-05-05T04:30:19.892325+00:00,1609592400.0,JP-TK,582.69,488.77,604.73,,460.71,26462.98,,,4782.42,0.0,31245.39,electricityMap Estimation,88.25,10.19,92.46,7.54,0.0,0.0,352.94,10993.91,103.81,0.0,1538.3,11808.27,1665.74,0.0,487.81,14.73,436.68,12811.23,332.0,105.05,2293.92,12917.79,1809.22,36.96,0.0,0.0,,,581.58,459.61,4200.83,460.86,0.43,-3.46,0.0,274.36,269.51,0.06,52190.0,,,528.2,4131.6,,
2021-01-02 14:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2022-05-05T04:30:19.892325+00:00,1609596000.0,JP-TK,581.63,487.91,604.49,,460.71,24661.79,,,4663.67,0.0,29325.45,electricityMap Estimation,88.06,10.32,92.42,7.58,0.0,0.0,328.79,10241.5,106.61,0.0,1433.02,11000.13,1551.74,0.0,475.69,14.37,410.45,12013.69,329.14,102.44,2169.88,12082.1,1691.65,36.04,0.0,0.0,,,585.33,459.61,4078.33,460.86,-0.09,-3.58,0.0,274.24,269.69,0.12,40000.0,,,600.0,4220.9,,
2021-01-02 15:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2022-05-05T04:30:19.892325+00:00,1609599600.0,JP-TK,584.05,489.87,604.76,,460.68,24614.67,,,4131.17,0.0,28745.83,electricityMap Estimation,88.51,10.02,92.47,7.53,0.0,0.0,328.31,10226.51,95.42,0.0,1430.92,10984.03,1549.47,0.0,421.38,12.73,400.64,11796.35,292.55,90.75,2083.65,11942.46,1673.41,31.93,0.0,0.0,,,588.67,459.61,3542.5,460.86,-0.27,-3.18,0.0,274.19,268.84,0.3,40000.0,,,600.0,4095.5,,
2021-01-02 16:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2022-05-05T04:33:20.275036+00:00,1609603200.0,JP-TK,583.74,489.62,604.76,,460.68,23439.0,,,4003.5,0.0,27442.5,electricityMap Estimation,88.45,10.06,92.47,7.53,0.0,0.0,312.63,9738.13,90.72,0.0,1362.59,10459.47,1475.47,0.0,408.36,12.33,382.73,11259.46,281.75,87.94,1995.14,11388.28,1595.58,30.94,0.0,0.0,,,585.17,459.61,3418.33,460.86,-0.31,-3.0,0.0,274.03,268.44,0.4,40000.0,,,600.0,3436.4,,
2021-01-02 17:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-05-05T04:29:32.707800+00:00,1609606800.0,JP-TK,580.11,486.73,604.77,,460.56,22249.0,,,4589.33,0.0,26838.33,electricityMap Estimation,87.77,10.49,92.47,7.53,0.0,0.0,296.76,9243.79,85.95,0.0,1293.42,9928.51,1400.57,0.0,468.11,14.14,377.11,10987.73,304.94,100.81,2018.53,10993.24,1538.25,35.47,0.0,0.0,,,1114.33,459.61,3475.0,460.86,-0.04,-2.83,0.0,273.83,268.03,0.42,40000.0,,,600.0,3475.7,,
2021-01-02 18:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2022-05-05T04:29:32.707800+00:00,1609610400.0,JP-TK,580.03,486.68,604.97,,460.54,21851.83,,,4562.33,0.0,26414.17,electricityMap Estimation,87.74,10.49,92.5,7.5,0.0,0.0,291.56,9081.92,76.87,0.0,1270.77,9754.66,1376.05,0.0,465.36,14.06,371.44,10815.61,294.57,100.22,1991.62,10813.12,1512.92,35.26,0.0,0.0,,,1173.17,459.61,3389.17,460.86,-0.02,-2.45,0.0,273.67,267.7,0.45,40000.0,,,1200.0,3526.1,,
2021-01-02 19:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-05-05T04:33:13.941494+00:00,1609614000.0,JP-TK,580.41,487.0,605.22,,460.54,21706.17,,,4492.17,0.0,26198.33,electricityMap Estimation,87.81,10.44,92.54,7.46,0.0,0.0,289.74,9025.16,67.3,0.0,1262.83,9693.69,1367.45,0.0,458.2,13.84,368.39,10732.19,281.64,98.67,1972.59,10735.88,1502.21,34.72,0.0,0.0,,,1173.0,459.61,3319.17,460.86,0.11,-2.0,0.0,273.61,267.33,0.01,40000.0,,,1200.0,3358.1,,
2021-01-02 20:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2022-05-05T04:33:19.989019+00:00,1609617600.0,JP-TK,579.27,486.09,605.36,,460.56,21881.83,,,4808.17,0.0,26690.0,electricityMap Estimation,87.59,10.57,92.56,7.44,0.0,0.0,292.15,9100.29,62.83,0.0,1273.34,9774.39,1378.83,0.0,490.43,14.81,376.34,10927.4,292.25,105.62,2033.03,10889.88,1523.08,37.16,0.0,0.0,,,1176.5,459.61,3631.67,460.86,0.57,-1.68,0.0,273.52,267.34,0.03,40000.0,,,1200.0,3345.6,,
